Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AuraSkill	AuraSkillLevel	PassSkill	PassSkillLevel	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	QuestTask
ÖÓÁéÐã(ËÎ½ðÕ½³¡BOSS)	0	5	2	0			165				boss005	0	0	0	0	0	37	38																																																																											
ºÎÈËÎÒ(ËÎ½ðÕ½³¡BOSS)	0	5	3	0			165				boss013	0	0	0	0	0	37	38																																																																											
¶ËÄ¾î£(ËÎ½ðÕ½³¡BOSS)	0	5	3	0			165				boss015	0	0	0	0	0	37	38																																																																											
ÇåÁ«×Ó(ËÎ½ðÕ½³¡BOSS)	0	5	4	0			165				boss040	0	0	0	0	0	37	38																																																																											
µÀÇåÕæÈË(ËÎ½ðÕ½³¡BOSS)	0	5	4	0			165				boss001	0	0	0	0	0	37	38																																																																											
ËÎ¾ü´ó½«¾ü(ËÎ½ðÕ½³¡BOSS)	0	5	0	0			113				enemy004	0	0	0	0	0	28	28																																																																											
½ð¾ü´ó½«¾ü(ËÎ½ðÕ½³¡BOSS)	0	5	0	0			115				enemy006	0	0	0	0	0	24	27																																																																											
Bia §¸	3	6	0								passerby297	0	0	0	0	0	1	1																																																																											
CÊm Cung 	0	5	0	1			165				boss030	0	0	0	0	0	24	29																																																																											
CÊm th­¬ng	0	5	0	1			165				boss031	0	0	0	0	0	24	29																																																																											
CÊm NhËn	0	5	0	1			165				boss032	0	0	0	0	0	24	29																																																																											
duanmurui_Christmas	0	5	3	24			165				boss015	0	0	0	0	0	37	38																																																																											
gubo_Christmas	0	5	0	24			165				boss018	0	0	0	0	0	37	38																																																																											
zhonglingxiu_Christmas	0	5	2	24			165				boss005	0	0	0	0	0	37	38																																																																											
helianpiao_Christmas	0	5	2	24			165				boss002	0	0	0	0	0	37	38																																																																											
wangzuo_Christmas	0	5	0	24			165				boss024	0	0	0	0	0	37	38																																																																											
tangburan_Christmas	0	5	1	24			263				boss019	0	0	0	0	0	28	30																																																																											
shansinan_Christmas	0	5	4	24			165				boss022	0	0	0	0	0	37	38																																																																											
xuanjizi_Christmas	0	5	4	24			165				boss017	0	0	0	0	0	37	38																																																																											
lanyiyi_Christmas	0	5	1	24			165				boss008	0	0	0	0	0	37	38																																																																											
mengcanglang_Christmas	0	5	3	24			165				boss012	0	0	0	0	0	37	38																																																																											
Bia ®¸	3	6	1	0							passerby298	0	0	0	0	0	24	40																																																																											
C©y gi¸ng sinh	3	6	1	0							passerby299	0	0	0	0	0	24	40																																																																											
C©y ®· treo t¸o	3	6	1	0							passerby300	0	0	0	0	0	24	40																																																																											
C©y ®· treo ®Ìn	3	6	1	0							passerby301	0	0	0	0	0	24	40																																																																											
C©y  ®· treo kÑo	3	6	1	0							passerby302	0	0	0	0	0	24	40																																																																											
C©y ®· treo chu«ng	3	6	1	0							passerby303	0	0	0	0	0	24	40																																																																											
C©y gi¸ng sinh thÇn bÝ	3	6	1	0							enemy198	0	0	0	0	0	24	40																																																																											
TuÇn Léc	0	5	4	1			83				ani061	0	0	0	0	0	9	9																																																																											
Sãi tuyÕt	0	5	0	1			79				ani012	0	0	0	0	0	27	27																																																																											
Ò¡»ÎµÄÐ¡Ê¥µ®Ê÷	3	6	1	0							enemy197	0	0	0	0	0	14	14																																																																											
Á½´®µÆÁý	3	6	1	0							passerby304	0	0	0	0	0	28	28																																																																											
Á½´®µÆÁý£¨ÁÁ£©	3	6	1	0							passerby305	0	0	0	0	0	44	44																																																																											
<<Î´·­Òë>>	0	5	4	0			66				passerby306	0	0	0	0	0	19	22																																																																											
<<Î´·­Òë>>	0	5	2	0			97				passerby307	0	0	0	0	0	12	10																																																																											
<<Î´·­Òë>>	0	5	5	0			165				passerby308	0	0	0	0	0	14	19																																																																											
°Ù±äÄ§¾ý£¨½ð£©	0	5	0	24			165				boss032	0	0	0	0	0	37	38																																																																											
°Ù±äÄ§¾ý£¨Ä¾£©	0	5	1	24			165				boss032	0	0	0	0	0	37	38																																																																											
°Ù±äÄ§¾ý£¨Ë®£©	0	5	2	24			165				boss032	0	0	0	0	0	37	38																																																																											
°Ù±äÄ§¾ý£¨»ð£©	0	5	3	24			165				boss032	0	0	0	0	0	37	38																																																																											
°Ù±äÄ§¾ý£¨ÍÁ£©	0	5	4	24			165				boss032	0	0	0	0	0	37	38																																																																											
·ÉÉ³£¨ÅüÑª¹È£©	0	5	0	3			192				enemy083	0	0	0	0	0	30	30																																																																											
×ßÊ¯£¨ÅüÑª¹È£©	0	5	0	3			187				enemy078	0	0	0	0	0	30	30																																																																											
É³µÁ£¨ÅüÑª¹È£©	0	5	0	3			243				enemy134	0	0	0	0	0	30	30																																																																											
Ä®Ôô£¨ÅüÑª¹È£©	0	5	0	3			238				enemy129	0	0	0	0	0	30	30																																																																											
½ð»·òþÉß£¨Ê´¹ÇÑÂ£©	0	5	1	2			81				ani039	0	0	0	0	0	35	35																																																																											
½ðµñ£¨Ê´¹ÇÑÂ£©	0	5	3	2			83				ani041	0	0	0	0	0	9	9																																																																											
Ð«×Ó£¨Ê´¹ÇÑÂ£©	0	5	4	2			107				ani065	0	0	0	0	0	21	20																																																																											
½ð¹ú¸±½«2£¨Ìì¸½É½£©	0	5	0	3			133				enemy024	0	0	0	0	0	30	30																																																																											
½ð¹ú¹­±ø2£¨Ìì¸½É½£©	0	5	0	3			137				enemy028	0	0	0	0	0	36	36																																																																											
µØ»¤·¨£¨Ìì¸½É½£©	0	5	0	3			195				enemy086	0	0	0	0	0	36	36																																																																											
½äÂÉÔºÊ××ù£¨Ìì¸½É½£©	0	5	0	3			149				enemy040	0	0	0	0	0	36	36																																																																											
É½ÔôÊ×Áì1£¨µØÄ¸É½£©	0	5	0	3			237				enemy128	0	0	0	0	0	36	36																																																																											
ÄÏËÎ¸±½«1£¨µØÄ¸É½£©	0	5	0	3			130				enemy021	0	0	0	0	0	36	36																																																																											
½ð¹úÇ¹±ø2£¨µØÄ¸É½£©	0	5	0	3			145				enemy036	0	0	0	0	0	36	36																																																																											
ÄÏËÎµ¶±ø1£¨µØÄ¸É½£©	0	5	0	3			138				enemy029	0	0	0	0	0	36	36																																																																											
ThÇn Tµi B¶o B¶o	3	6	1								passerby309	0	0	0	0	0	21	28																																																																											
Ð¡²ÆÉñ	3	6	1								passerby310	0	0	0	0	0	28	25																																																																											
ThÇn Tµi	3	6	1								passerby311	0	0	0	0	0	22	38																																																																											
§¹i ThÇn Tµi	3	6	1								passerby312	0	0	0	0	0	17	32																																																																											
C©y mai giai ®o¹n 1	3	6	1								passerby313	0	0	0	0	0	0	0																																																																											
C©y mai giai ®o¹n 2	3	6	1								passerby314	0	0	0	0	0	0	0																																																																											
C©y mai giai ®o¹n 3	3	6	1								passerby315	0	0	0	0	0	0	0																																																																											
C©y mai giai ®o¹n 4	3	6	1								passerby316	0	0	0	0	0	0	0																																																																											
C©y mai giai ®o¹n 5	3	6	1								passerby239	0	0	0	0	0	19	19																																																																											
Mãn ®iÓm t©m	3	6	1								passerby317	0	0	0	0	0	0	0																																																																											
T©m Liªn §¨ng Léng	3	6	1								passerby318	0	0	0	0	0	50	50																																																																											
ËéÔÂ	0	5	5	0			165				enemy100	0	0	0	0	0	24	29																																																																											
À¥ÄÏ	0	5	5	0			165				enemy140	0	0	0	0	0	29	30																																																																											
ÁÖÒ°×íÇå·ç	0	5	5								passerby319	0	0	0	0	0	19	21																																																																											
É½¼äÐ¦ºì³¾	0	5	5								passerby320	0	0	0	0	0	14	19																																																																											
»Æ½ðÊ÷³¤³É	3	6	1								passerby321	0	0	0	0	0	16	16																																																																											
»Æ½ðÊ÷µÚÎå½×¶Î	3	6	1								passerby322	0	0	0	0	0	16	16																																																																											
MÆt n¹ - ChÝ T«n Vâ L©m ThiÕu HiÖp	3	6	1								passerby323	0	0	0	0	0	16	16																																																																											
MÆt n¹ - ChÝ T«n Vâ L©m N÷ HiÖp	3	6	1								passerby324	0	0	0	0	0	16	16																																																																											
½ð±øµÄÍö»ê	0	5	0	3			137				enemy028	0	0	0	0	0	36	36																																																																											
½ð¹ú½«ÁìµÄÍö»ê	0	5	0	3			133				enemy023	0	0	0	0	0	30	30																																																																											
ËÎ±øµÄÓ¢»ê	3	6	1	0							enemy034	0	0	0	0	0	24	46																																																																											
ËÎ³¯½«ÁìµÄÍö»ê	3	6	1	0							enemy004	0	0	0	0	0	30	30																																																																											
B¸ch linh H­¬ng L«	3	6	1								passerby325	0	0	0	0	0	50	50																																																																											
S¸t HuyÕt L·o Hæ	0	5	0	2			145				ani002	0	0	0	0	0	30	30																																																																											
Thiªn TuÕ §éc LËp	3	6	1								passerby326	0	0	0	0	0	1	1																																																																											
Thiªn TuÕ Hßa B×nh	3	6	1								passerby327	0	0	0	0	0	1	1																																																																											
Thiªn TuÕ An Lµnh	3	6	1								passerby328	0	0	0	0	0	1	1																																																																											
Thiªn TuÕ ThÞnh V­îng	3	6	1								passerby329	0	0	0	0	0	1	1																																																																											
Thiªn TuÕ H¹nh Phóc	3	6	1								passerby330	0	0	0	0	0	1	1																																																																											
×ÔÓÉÇ§Ëê	3	6	1								passerby331	0	0	0	0	0	1	1																																																																											
Trèng Kh¶i Hoµn	3	6	1								passerby332	0	0	0	0	0	1	1																																																																											
cung kþ binh	0	2	1				165				boss030	0	0	0	0	0	24	29																																																																											
¹­±ø1	0	2	1				137				enemy028	0	0	0	0	0	36	36																																																																											
´Ì¿Í1	0	1	0				239				enemy130	0	0	0	0	0	27	30																																																																											
´Ì¿Í2	0	1	0				241				enemy132	0	0	0	0	0	35	33																																																																											
´Ì¿Í3	0	1	0				243				enemy134	0	0	0	0	0	25	35																																																																											
´Ì¿Í4	0	1	0				230				enemy121	0	0	0	0	0	30	40																																																																											
´Ì¿Í5	0	1	0				231				enemy122	0	0	0	0	0	35	35																																																																											
´Ì¿Í6	0	1	0				232				enemy123	0	0	0	0	0	30	30																																																																											
´Ì¿Í7	0	1	0				233				enemy124	0	0	0	0	0	30	30																																																																											
´Ì¿Í8	0	1	0				234				enemy125	0	0	0	0	0	30	30																																																																											
´Ì¿Í9	0	1	0				235				enemy126	0	0	0	0	0	36	27																																																																											
´Ì¿Í10	0	1	0				236				enemy127	0	0	0	0	0	36	36																																																																											
MÆt n¹ -Tö §oan	3	6	1								passerby334	0	0	0	0	0	19	19																																																																											
MÆt n¹ -Tö Vò	3	6	1								passerby335	0	0	0	0	0	24	28																																																																											
Ng­êi ®¸nh trèng	3	6	1								passerby336	0	0	0	0	0	25	25																																																																											
MÆt n¹ - Cæ TruyÒn	0	5	5								passerby337	0	0	0	0	0	19	19																																																																											
MÆt n¹ - ¸o Dµi	0	5	5								passerby338	0	0	0	0	0	19	25																																																																											
§¸ 	3	6	1								passerby339	0	0	0	0	0	1	1																																																																											
Ph¸o Hoa	3	6	1								yanhua	0	0	0	0	0	23	23																																																																											
Minh chñ - H¾c §iÓu	3	6	1								passerby_wulin	0	0	0	0	0	23	23																																																																											
Minh chñ - H¾c §iÓu	3	6	1								passerby_mengzhu	0	0	0	0	0	23	23																																																																											
B¸o tö ®Çu	0	5	0	2			250				enemy141	0	0	0	0	0	34	36																																																																											
§¹i Lùc ThÞ VÖ	0	5	0				131				enemy022	0	0	0	0	0	24	29																																																																											
Th­êng Th¾ng ThÞ VÖ	0	5	0				130				enemy021	0	0	0	0	0	24	29																																																																											
Kim C­¬ng ThÞ VÖ	0	5	0				126				enemy017	0	0	0	0	0	24	29																																																																											
MÆt n¹ KiÕm Phong	3	6	1								passerby_jianfeng	0	0	0	0	0	19	22																																																																											
MÆt n¹ V©n Hµ	3	6	1								passerby_yunxia	0	0	0	0	0	17	17																																																																											
»ô¿ËÄ®±±²ÝÔ­Boss	0	5	3	24							boss082	0	0	0	0	0	24	27																																																																											
TiÓu Xu©n Ng­u	3	6	1	0							boss079	0	0	0	0	0	24	27																																																																											
§¹i Xu©n Ng­u	3	6	1	0							boss080	0	0	0	0	0	24	27																																																																											
Ng­u Ma V­¬ng	3	6	1	0							boss081	0	0	0	0	0	24	27																																																																											
Ph¸o Hoa ThÊt TÞch	3	6	1								passerby_qixiyanhuo	0	0	0	0	0	23	23																																																																											
¸c TÆc	0	5	0				249				enemy140	0	0	0	0	0	28	30																																																																											
B¸ch H­¬ng Léc	0	5	0								ani069	0	0	0	0	0	19	19																																																																											
B¹o Hïng	0	5	0				67				ani025	0	0	0	0	0	14	24																																																																											
ÖÐÇïµÆÁý_A	3	6	1								passerby_light_a	0	0	0	0	0	23	23																																																																											
ÖÐÇïµÆÁý_B	3	6	1								passerby_light_b	0	0	0	0	0	23	23																																																																											
Š¬¶ð_A	3	6	1								passerby_henge_a	0	0	0	0	0	23	23																																																																											
Š¬¶ð_B	3	6	1								passerby_henge_b	0	0	0	0	0	23	23																																																																											
Š¬¶ð_C	3	6	1								passerby_henge_c	0	0	0	0	0	23	23																																																																											
KiÕm T©m H¶i §­êng	3	6	2	0							obj_herb_001	0	0	0	0	0	1	1																																																																											
HiÖp H­¬ng Th¶o	3	6	2	0							obj_herb_002	0	0	0	0	0	1	1																																																																											
T×nh NghÜa Kim Lan	3	6	2	0							obj_herb_003	0	0	0	0	0	1	1																																																																											
Duyªn Tr­êng Thanh Liªn	3	6	2	0							obj_herb_004	0	0	0	0	0	1	1																																																																											
TiÓu Chiªu	3	6	2	0			131				boss064	0	0	0	0	0	37	38																																																																											
M·nh An	0	5	0	0			114				enemy005	0	0	0	0	0	40	39																																																																											
M­u Kh¾c	0	5	0	0			198				enemy089	0	0	0	0	0	33	38																																																																											
Bå LÝ DiÔn	0	5	0	0			231				enemy122	0	0	0	0	0	33	38																																																																											
Ìì³Ø1²ã»ú¹Ø	0	5	0	0			114				enemy179	0	0	0	0	0	20	20																																																																											
SÜ Tr­ëng	0	5	0	0			112				enemy124	0	0	0	0	0	30	30																																																																											
A Lý Hü	0	5	0	0			116				enemy144	0	0	0	0	0	18	45																																																																											
Ngò Tr­ëng	0	5	0	0			114				enemy149	0	0	0	0	0	36	36																																																																											
SÜ Tèt	0	5	0	0			200				enemy141	0	0	0	0	0	34	36																																																																											
Hoµng Nhan Qu¶ng D­¬ng	0	5	3	0							enemy221	0	0	0	0	0	19	19																																																																											
Ìì³Ø1²ãÏÝÚå	0	5	0	0			114				enemy179	0	0	0	0	0	20	20																																																																											
Nguyªn §¶n	3	6	2	0							passerby_yuandan	0	0	0	0	0	1	1																																																																											
KÕt Tinh Thñy	3	6	2	0							obj_jiejing_shui	0	0	0	0	0	8	8																																																																											
Chu Qu©n	3	6	0	0							enemy047	0	0	0	0	0	33	33																																																																											
§­êng Vò	3	6	0	0							enemy058	0	0	0	0	0	25	24																																																																											
V­¬ng Binh	3	6	0	0							enemy063	0	0	0	0	0	24	32																																																																											
Vu KhiÕt	3	6	0	0							passerby296	0	0	0	0	0	64	64																																																																											
Tr­¬ng Chiªu	3	6	0	0							enemy047x	0	0	0	0	0	0	0																																																																											
§æng ChÝ	3	6	0	0							enemy052	0	0	0	0	0	33	38																																																																											
TiÓu Chu Chu.	3	6	0	0							enemy115	0	0	0	0	0	30	33																																																																											
LiÔu D­îc S­	3	6	0	0							enemy045	0	0	0	0	0	20	45																																																																											
Ngäc Long Hé KiÕm Sø	3	6	0	0							enemy052	0	0	0	0	0	33	38																																																																											
Bia §¸ ( Më sù kiÖn )	3	6	2	0							passerby297	0	0	0	0	0	1	1																																																																											
Bia §¸ ( V¹n Hoa Tr× )	3	6	2	0							passerby297	0	0	0	0	0	1	1																																																																											
Long Cöu Thiªn	0	5	0	0							passerby347	0	0	0	0	0																																																																													
Ph­îng Lung Linh	0	5	0	0							boss084	0	0	0	0	0																																																																													
Long M¹ch Töu	3	6	2	0							passerby283	0	0	0	0	0	1	1																																																																											
Ngäc Long Hé Ph¸p	0	5	0	0							enemy052	0	0	0	0	0	33	38																																																																											
Ngäc Long Nam §Ö Tö	0	5	0	0							enemy015	0	0	0	0	0	23	36																																																																											
Ngäc Long N÷ §Ö Tö	0	5	0	0							enemy064	0	0	0	0	0	24	26																																																																											
Ngò Th¸i Long Thï	0	5	0	0							ani066	0	0	0	0	0	30	30																																																																											
Mµng NhÖn Ngµn N¨m	0	5	0	0							passerby342	0	0	0	0	0																																																																													
¹Å¾øÉ±£¨ÊÂ¼þ6£©	0	5	0	0							enemy023	0	0	0	0	0	32	55																																																																											
TuyÖt S¸t sè 1	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
TuyÖt S¸t sè 2	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
TuyÖt S¸t sè 3	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
TuyÖt S¸t sè 4	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
TuyÖt S¸t sè 5	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
TuyÖt S¸t sè 6	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
TuyÖt S¸t sè 7	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
TuyÖt S¸t sè 8	0	5	0	0							enemy079	0	0	0	0	0	30	35																																																																											
L·nh B¨ng	0	5	0	0							enemy059	0	0	0	0	0	36	40																																																																											
NhÝm	0	5	0	0							ani019	0	0	0	0	0	14	11																																																																											
ThÝch VÞ V­¬ng	0	5	0	0							boss083	0	0	0	0	0	10	10																																																																											
T­¬ng Sinh Tö	3	6	0	0							enemy007	0	0	0	0	0	27	27																																																																											
T­¬ng Kh¾c Tö	3	6	0	0							enemy007	0	0	0	0	0	27	27																																																																											
§iªu T­îng ( Kim)	3	6	0	0							passerby340_jin	0	0	0	0	0																																																																													
§iªu T­îng (Méc)	3	6	1	0							passerby340_mu	0	0	0	0	0																																																																													
§iªu T­îng ( thñy )	3	6	2	0							passerby340_shui	0	0	0	0	0																																																																													
§iªu T­îng ( Háa )	3	6	3	0							passerby340_huo	0	0	0	0	0																																																																													
§iªu T­îng ( Thæ)	3	6	4	0							passerby340_tu	0	0	0	0	0																																																																													
Kim quèc V?s?	0	5	0	0							enemy085	0	0	0	0	0	35	33																																																																											
Trô Tö ( Më )	3	6	2	0							passerby341_jin	0	0	0	0	0																																																																													
Ngäc Long §Ö Tö	0	5	0	0							enemy076	0	0	0	0	0	40	40																																																																											
L­u TuÊn	0	5	0	0							enemy051	0	0	0	0	0	27	28																																																																											
Phïng Quang Quang	0	5	0	0							enemy203	0	0	0	0	0	36	40																																																																											
Long Cöu Thiªn ( BiÕn th©n)	0	5	0	0							boss087	0	0	0	0	0	37	38																																																																											
Bµn TiÖc	3	6	0								passerby_jiuzhuo	0	0	0	0	0	34	36																																																																											
ThÈm Viªn Ngo¹i	3	6	0								passerby036_4	0	0	0	0	0	19	19																																																																											
´óÍ·ÍÞÍÞ_×°ÊÎ_Õ½¶·	0	5	2	2							npc050111001	0	0	0	0	0	35	36																																																																											
ÎèÄÏÊ¨_×°ÊÎ_Õ½¶·	0	5	2	2							npc050111002	0	0	0	0	0	35	36																																																																											
Îè±±Ê¨_×°ÊÎ_Õ½¶·	0	5	2	2							npc050111003	0	0	0	0	0	35	36																																																																											
Öù×Ó£¨½ð£©	3	6	0	0							passerby341_jin	0	0	0	0	0																																																																													
Öù×Ó£¨Ä¾£©	3	6	1	0							passerby341_mu	0	0	0	0	0																																																																													
Öù×Ó£¨Ë®£©	3	6	2	0							passerby341_shui	0	0	0	0	0																																																																													
Öù×Ó£¨»ð£©	3	6	3	0							passerby341_huo	0	0	0	0	0																																																																													
Öù×Ó£¨ÍÁ£©	3	6	4	0							passerby341_tu	0	0	0	0	0																																																																													
MÆt n¹ - ChÝ T«n Vâ L©m ThiÕu HiÖp	3	6	1								passerby345	0	0	0	0	0	21	18																																																																											
MÆt n¹ - ChÝ T«n Vâ L©m N÷ HiÖp	3	6	1								passerby346	0	0	0	0	0	21	24																																																																											
Ö²Ê÷½Ú·¥Ä¾Õß	0	5	0	0			132				enemy023	0	0	0	0	0	36	36																																																																											
¹Å¾øÉ±£¨ÊÂ¼þ41£©	0	5	0	0							enemy023	0	0	0	0	0	32	55																																																																											
Öù×Ó£¨ÊÂ¼þ23£©	0	5	0	0							passerby341_jin	0	0	0	0	0																																																																													
NhiÕp ThÝ TrÇn	0	5	2	24			420				enemy205	0	0	0	0	0	36	40																																																																											
V­ît ¶i_Cæ B¸ch	0	5	0	24			131				boss046	0	0	0	0	0	37	38																																																																											
V­ît ¶i_HuyÒn Gi¸c §¹i S­	0	5	0	24			131				boss047	0	0	0	0	0	37	38																																																																											
V­ît ¶i_§­êng BÊt NhiÔm	0	5	0	24			131				boss048	0	0	0	0	0	37	38																																																																											
V­ît ¶i_Lam Y Y	0	5	0	24			131				boss049	0	0	0	0	0	37	38																																																																											
V­ît ¶i _Thanh HiÓu S­ Th¸i	0	5	0	24			131				boss050	0	0	0	0	0	37	38																																																																											
V­ît ¶i_Chung Linh Tó	0	5	0	24			131				boss051	0	0	0	0	0	37	38																																																																											
V­ît ¶i_Hµ Nh©n Ng¶	0	5	0	24			131				boss052	0	0	0	0	0	37	38																																																																											
V­ît ¶i _§oan Méc DuÖ	0	5	0	24			131				boss053	0	0	0	0	0	37	38																																																																											
V­ît ¶i_§¹o Thanh Ch©n Nh©n	0	5	0	24			131				boss054	0	0	0	0	0	37	38																																																																											
V­ît ¶i _Toµn C¬ Tö	0	5	0	24			131				boss055	0	0	0	0	0	37	38																																																																											
V­ît ¶i_Ng­êi tiÕp dÉn MËt Phßng	3	6	0								passerby043	0	0	0	0	0	26	30																																																																											
§Æc Th¸m Tèng Qu©n	0	1	2	0			126				enemy017	0	0	0	0	0	30	30																																																																											
§Æc Th¸m Qu©n Kim	0	2	2	0			132				enemy023	0	0	0	0	0	32	55																																																																											
ChÝ T«n BÝ B¶o	3	6	0								passerby226	0	0	0	0	0	22	30																																																																											
Hång Bµo Qu¸i Kh¸ch	0	5	3	24							boss088	0	0	0	0	0	24	27																																																																											
Hoµng Bµo Qu¸i Kh¸ch	0	5	3	24							boss089	0	0	0	0	0	24	27																																																																											
H¾c Bµo Qu¸i Kh¸ch	0	5	3	24							boss090	0	0	0	0	0	24	27																																																																											
B¹ch Bµo Qu¸i Kh¸ch	0	5	3	24							boss091	0	0	0	0	0	24	27																																																																											
Thñy TÆc §¹i §Çu LÜnh.	0	5	2	24			420				enemy205	0	0	0	0	0	36	40																																																																											
¸c Lang T¶ Sø	0	5	0	0			202				enemy093	0	0	0	0	0	30	30																																																																											
Ê÷£¨ÊÂ¼þ1£©	3	6	2								passerby331	0	0	0	0	0	1	1																																																																											
Ngäc Long Cao Thñ	0	5	0								enemy024	0	0	0	0	0	30	30																																																																											
TrÇn TiÒu	0	5	0								enemy125	0	0	0	0	0	30	30																																																																											
TuyÕt Linh Ch©u	3	6	2								passerby344	0	0	0	0	0	1	1																																																																											
±¦Ïä£¨ÊÂ¼þ5/33£©	3	6	2								passerby202	0	0	0	0	0	36	40																																																																											
Xµ V­¬ng	0	5	0								boss085																																																																																		
Xµ No·n	0	5	0								passerby343	0	0	0	0	0	1	1																																																																											
Lé B­u	0	5	0								enemy006																																																																																		
Thñ H¹ Lé B­u	0	5	0								enemy070																																																																																		
Öù×Ó£¨ÊÂ¼þ10£©	0	1	0								passerby341_tu																																																																																		
Ph¸ O¶n Nhi	3	6	2								boss086																																																																																		
TiÓu Ph¸ O¶n Nhi	0	5	0								boss086																																																																																		
²É¼¯µÄ»¨	3	6	2								obj_herb_003																																																																																		
·ðÏñ£¨½ðÉ«£©	3	6	2								passerby340_jin	0	0	0	0	0																																																																													
·ðÏñ£¨ÂÌÉ«£©	3	6	2								passerby340_mu	0	0	0	0	0																																																																													
·ðÏñ£¨±ùÀ¶É«£©	3	6	2								passerby340_shui	0	0	0	0	0																																																																													
·ðÏñ£¨ºìÉ«£©	3	6	2								passerby340_huo	0	0	0	0	0																																																																													
·ðÏñ£¨ÍÁ»ÆÉ«£©	3	6	2								passerby340_tu	0	0	0	0	0																																																																													
ThËp B¸t §ång Nh©n	0	5	0								enemy043																																																																																		
§ång Nh©n	0	5	0								enemy093																																																																																		
ÐÂÀÉ											passerby348																																																																																		
ÐÂÄï											passerby349																																																																																		
ÐÂÄï£¨Õ½¶·£©											passerby349																																																																																		
¼¾¶õ											enemy069																																																																																		
LiÔu D­îc S­	3	6	2								enemy045																																																																																		
³ÙÌ«±¤µÄµÜµÜ											enemy073																																																																																		
Ch©n U©n											enemy055																																																																																		
ÕçëµµÄ±£ïÚ											enemy066																																																																																		
Ho¾c Viªm Viªm	0	5	0								enemy223																																																																																		
Öù×Ó£¨»ðÇ½£©	0	5	0								passerby341_huo																																																																																		
Öù×Ó£¨·´µ¯£©	0	5	0								passerby341_jin																																																																																		
Öù×Ó£¨ÎÞÐÎ¹Æ£©	0	5	0								passerby341_mu																																																																																		
Öù×Ó£¨ÃÎµû£©	0	5	0								passerby341_shui																																																																																		
Ngäc Long ThÇn T¨ng	0	5	0								enemy224																																																																																		
³ÙÌ«±¤£¨ÊÂ¼þ25£©											enemy144																																																																																		
V¨n Di											enemy069																																																																																		
Lª KiÕn Hoµnh											enemy050																																																																																		
Tr­¬ng Nghi Phµm											enemy046																																																																																		
ÆÆÍë¶ù£¨ÊÂ¼þ31£©											boss086																																																																																		
ÎÄâù£¨ÊÂ¼þ32£©	0	5	0								enemy069																																																																																		
Àè¼ûºâ£¨ÊÂ¼þ32£©	0	5	0								enemy050																																																																																		
½ðÏä×Ó																																																																																													
ÒøÏä×Ó																																																																																													
ÌÆÏÍ½ø											enemy065																																																																																		
³ÙÌ«±¤£¨ÊÂ¼þ37£©											enemy144																																																																																		
îÚÁúµÜ×Ó-ÇàÁú£¨Ë®Ïµ£©	0	5	2								enemy082																																																																																		
îÚÁúµÜ×Ó-°×»¢£¨½ðÏµ£©	0	5	0								enemy082																																																																																		
îÚÁúµÜ×Ó-ÖìÈ¸£¨»ðÏµ£©	0	5	3								enemy082																																																																																		
îÚÁúµÜ×Ó-ÐþÎä£¨ÍÁÏµ£©	0	5	4								enemy082																																																																																		
Öù×Ó£¨ÊÂ¼þ40£©	0	5	0								passerby341_shui																																																																																		
¹Å¾øÉ±£¨ÊÂ¼þ43£©											enemy023																																																																																		
ÄÂÃ÷											enemy077																																																																																		
ÌýÌý											enemy222																																																																																		
Quan nh¾c nhë Hoµng Thµnh T­	3	6	1	0							enemy004	0	0	0	0	0	24	40																																																																											
TiÓu Xµ	0	5	1	2			81				ani039	0	0	0	0	0	35	35																																																																											
Méc Nh©n	3	6	1	1			261				enemy171	0	0	0	0	0	36	36																																																																											
¶À¹ÂÌì·å£¨½ð£©	0	5	0	24							boss092																																																																																		
¶À¹ÂÌì·å£¨Ä¾£©	0	5	1	24							boss092																																																																																		
