SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsSkillPhysical	IsSkillMagic	IsSkillTrain
Thiªn Cu¬ng §éc Thñ	lzlsky301	104		0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\?¨¬?????¡¤??f.wav	0	0	0	0	470	0	5	4	3	0	51	0	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	32		0					0	0	\script\skill\wudu.lua	poisondamage_v	tiangang_dushou	seriesdamage_p	tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		Ngò ®éc chiªu thøc cao cÊp, s¸t th­¬ng ®éc trªn diÖn réng 	0	1	0
HuyÒn ¢m Tr¶m	lzlsky301	105	801	0	\spr\Ui\skill\ÐþÒõÕ¶.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	450	0	5	9	5	1	52	1	2	1	10	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	106	0	0	80	0	1	0	0	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	xuanyin_zhan	poisondamage_v	xuanyin_zhan	seriesdamage_p	xuanyin_zhan	skill_cost_v	xuanyin_zhan	skill_eventskilllevel	xuanyin_zhan	skill_skillexp_v	xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		§ao ph¸p tèi cao, hiÖu qu¶ s¸t th­¬ng cùc cao	1	0	1
Tinh Kh«ng Ph¸	lzlsky301	106		0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\?¨¬?????¡¤??f.wav	0	0	0	0	420	0	5	4	3	0	53	1	1	1	11	1	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	20	0	32		0					0	0	\script\skill\wudu.lua	poisondamage_v	xingkong_po	seriesdamage_p	xuanyin_zhan		xingkong_po		xingkong_po		xingkong_po		xingkong_po		xingkong_po		xingkong_po		xingkong_po		xingkong_po		Ngu Doc Chieu thuc cao cap, sat thuong Doc tren dien rong.	0	1	0
§o¹n C©n Hñ Cèt	lzlsky301	107	403	0	\spr\Ui\skill\¶Ï½î¸¯¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			12	0	2	0	500	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	allres_p	duanjin_fugu	skill_cost_v	duanjin_fugu		duanjin_fugu		duanjin_fugu		duanjin_fugu		duanjin_fugu		duanjin_fugu		duanjin_fugu		duanjin_fugu		duanjin_fugu	\script\skill\upnd.lua	Ngò ®éc mËt m«n ®éc d­îc, gi¶m kh¶ n¨ng phßng ngù cña ®èi ph­¬ng 	0	0	0
NhÊt DiÖp Tri Thu	lzlsky301	108	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_21.spr	0		\sound\skill\sound_k008.wav	0	0	0	0	180	15	0	5	2	1	54	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	1	0	0	2	0	0	0				0	0	\script\skill\emei.lua	physicsenhance_p	yiye_zhiqiu	colddamage_v	yiye_zhiqiu	skill_eventskilllevel	yiye_zhiqiu	missle_speed_v	yiye_zhiqiu	skill_attackradius	yiye_zhiqiu	skill_cost_v	yiye_zhiqiu	seriesdamage_p	yiye_zhiqiu	addskilldamage1	yiye_zhiqiu	addskilldamage2	yiye_zhiqiu		yiye_zhiqiu		So¬ cÊp vâ c«ng, B¨ng s¸t víi ®èi thñ ®¬n lÎ	1	0	0
Phiªu TuyÕt Xuyªn V©n	lzlsky301	109	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	240	15	0	0	2	1	55	1	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		5	0				0	0	\script\skill\emei.lua	seriesdamage_p	piaoyun_chuanxue	colddamage_v	piaoyun_chuanxue	skill_eventskilllevel	piaoyun_chuanxue	missle_speed_v	piaoyun_chuanxue	skill_attackradius	piaoyun_chuanxue	skill_cost_v	piaoyun_chuanxue	addskilldamage1	piaoyun_chuanxue	addskilldamage2	piaoyun_chuanxue		piaoyun_chuanxue		piaoyun_chuanxue		Nga mi vâ c«ng nhËp m«n, dïng b¨ng s¸t th­¬ng ®èi ph­¬ng	0	1	0
Nga Mi KiÕm Ph¸p	lzlsky301	110	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_jf.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0		0					1	0	\script\skill\emei.lua	addphysicsdamage_p	emei_jianfa	deadlystrikeenhance_p	emei_jianfa		emei_jianfa		emei_jianfa		emei_jianfa		emei_jianfa		emei_jianfa		emei_jianfa		emei_jianfa		emei_jianfa		T¨ng hiÖu qu¶ sö dông kiÕm	0	0	0
Nga Mi Ch­ëng Ph¸p	lzlsky301	111	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_aq.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	addcoldmagic_v	emei_zhangfa		emei_zhangfa		emei_zhangfa		emei_zhangfa		emei_zhangfa		emei_zhangfa		emei_zhangfa		emei_zhangfa		emei_zhangfa		emei_zhangfa		T¨ng hiÖu qu¶ c«ng kÝch tay kh«ng	0	0	0
Tõ Hµng Phæ §é	lzlsky301	112	52	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_43.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\´Èº½ÆÕ¶É.wav	\sound\skill\????????.wav	0	0	2	0	400	15	0	0	2	6	56	1	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	20		5	0				1	0	\script\skill\emei.lua	lifereplenish_v	cihang_pudu	skill_cost_v	cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		Nga mi ®éc m«n t©m ph¸p, gióp ®ång ®éi t¨ng Sinh lùc tèi ®a	0	0	0
Th«i Song Väng NguyÖt	lzlsky301	113	501	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_02.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	360	15	0	20	2	1	57	-1	1	1	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	0	1	0	0	1	0	0	0				0	0	\script\skill\emei.lua	physicsenhance_p	tuichuang_wangyue	colddamage_v	tuichuang_wangyue	seriesdamage_p	tuichuang_wangyue	skill_eventskilllevel	tuichuang_wangyue	missle_speed_v	tuichuang_wangyue	skill_attackradius	tuichuang_wangyue	skill_cost_v	tuichuang_wangyue	addskilldamage1	tuichuang_wangyue		tuichuang_wangyue				Nga mi kiÕm ph¸p trung cÊp, dïng kiÕm khÝ s¸t th­¬ng ®èi thñ 	1	0	0
Tø T­îng §ång Quy	lzlsky301	114	502	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_11.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k007.wav	0	0	0	0	570	0	1	0	2	6	58	-1	1	1	11	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	115	0	0	0	0	0	0	0	30	20	-2	1	0	0	20	0	0	0				0	0	\script\skill\emei.lua	colddamage_v	sixiang_tonggui	skill_eventskilllevel	sixiang_tonggui	skill_attackradius	sixiang_tonggui	skill_cost_v	sixiang_tonggui	seriesdamage_p	sixiang_tonggui	addskilldamage1	sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		Trung cÊp chiªu thøc, b¨ng s¸t trªn diÖn réng	0	1	0
Tø T­îng §ång Quy st	lzlsky301	115		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_11.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k007.wav	0	0	2	0	400	0	1	8	2	3	59	-1	4	1	11	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	0	0	20	0	90	0				0	0	\script\skill\emei.lua	colddamage_v	sixiang_tonggui	skill_attackradius	sixiang_tonggui	skill_cost_v	sixiang_tonggui	seriesdamage_p	sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		sixiang_tonggui		Trung cap chieu thuc, Bang sat tren dien rong 	0	1	0
Méng §iÖp	lzlsky301	116	53	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_32.spr				40	1	2	0	180	0	0	0	2	7	117	1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	lifereplenish_v	mengdie	manareplenish_v	mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		§éc m«n t©m ph¸p, gióp ®ång ®éi t¨ng ®ång thoµi sinh lùc vµ néi lùc	0	0	0
Vßng Méng §iÖp	lzlsky301	117		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_32.spr		0	0	40	0	2	0	400	0	0	0	2	3	60	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	lifereplenish_v	mengdie	manareplenish_v	mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie			0	0	0
L­u Thñy	lzlsky301	118	53	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr				39	1	2	0	400	0	0	0	2	7	119	1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	fastwalkrun_p	liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		Nga mi ®éc m«n t©m ph¸p, t¨ng tèc®é di chuyÓn cho ®ång ®éi	0	0	0
Vßng L­u Thñy	lzlsky301	119		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr		0	0	39	0	2	0	180	0	0	0	2	3	60	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	fastwalkrun_p	liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui			0	0	0
PhËt T©m Tõ H÷u	lzlsky301	120	43	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			41	1	2	0	400	0	0	0	2	7	121	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	lifemax_p	foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		Nga mi ®éc m«n t©m ph¸p, gióp ®ång ®éi t¨ng Sinh lùc tèi ®a	0	0	0
Vßng PhËt T©m Tõ H÷u	lzlsky301	121		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	0	41	0	2	0	180	0	0	0	2	3	60	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	lifemax_p	foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou			0	0	0
PhËt Ph¸p V« Biªn	lzlsky301	122	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_em_252_fofa-wubian.spr		0	0	0	0	3	0	0	0	0	0	2	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	addcoldmagic_v	fofa_wubian	addcolddamage_v	fofa_wubian	coldenhance_p	fofa_wubian	castspeed_v	fofa_wubian	attackspeed_v	fofa_wubian		fofa_wubian		fofa_wubian		fofa_wubian		fofa_wubian		fofa_wubian		Hæ trî bÞ ®éng	0	0	0
BÊt DiÖt BÊt TuyÖt	lzlsky301	123	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_31.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	400	15	0	20	2	1	61	1	1	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	0	1	20	0	1	0	0	0				0	0	\script\skill\emei.lua	physicsenhance_p	bumie_bujue	colddamage_v	bumie_bujue	skill_eventskilllevel	bumie_bujue	missle_speed_v	bumie_bujue	skill_attackradius	bumie_bujue	skill_cost_v	bumie_bujue	seriesdamage_p	bumie_bujue	addskilldamage1	bumie_bujue		bumie_bujue		bumie_bujue		Chiªu thøc cao cÊp, dïng b¨ng s¸t th­¬ng ®èi thñ ®¬n lÎ	1	0	0
PhËt Quang Phæ ChiÕu	lzlsky301	124	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_41.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	120	0	0	0	2	7	62	1	1	1	11	1	1	5	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	80	0	0	0	0	0				0	0	\script\skill\emei.lua	seriesdamage_p	foguang_puzhao	colddamage_v	foguang_puzhao	skill_eventskilllevel	foguang_puzhao	skill_cost_v	foguang_puzhao	addskilldamage1	foguang_puzhao		foguang_puzhao		foguang_puzhao		foguang_puzhao		foguang_puzhao		foguang_puzhao		Nga mi tuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng	0	1	0
Thanh ¢m Ph©n X­íng	lzlsky301	125	503	2	\spr\Ui\skill\ÇåÒôèó¸è.spr				55	1	2	0	180	0	0	0	2	7	126	-1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	freezetimereduce_p	qingyin_fanchang	poisontimereduce_p	qingyin_fanchang	stuntimereduce_p	qingyin_fanchang	fasthitrecover_v	qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		Doc mon Tam phap, tu tang cac trang tai mien dich.	0	0	0
Vßng Thanh ¢m Ph©n X­íng	lzlsky301	126		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr		0	0	55	0	2	0	180	0	0	0	2	3	60	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	freezetimereduce_p	qingyin_fanchang	poisontimereduce_p	qingyin_fanchang	stuntimereduce_p	qingyin_fanchang	fasthitrecover_v	qingyin_fanchang		qingyin_fanchang		qingyin_fanchang											0	0	0
Tam Nga TÒ TuyÕt	lzlsky301	127	203	1	\spr\Ui\skill\Èý¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	360	15	0	2	2	8	128	1	1	1	10	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	129	0	0	0	0	0	0	0	80	0	0	1	15	0	20		1					0	0	\script\skill\emei.lua	physicsenhance_p	sane_jixue	colddamage_v	sane_jixue	seriesdamage_p	sane_jixue	missle_speed_v	sane_jixue	deadlystrike_p	sane_jixue	skill_cost_v	sane_jixue	skill_eventskilllevel	sane_jixue	skill_skillexp_v	sane_jixue		sane_jixue		sane_jixue		3 c©y kiÕm g©y s¸t th­¬ng lªn ®èi thñ	1	0	1
Tam Nga TÒ TuyÕt st	lzlsky301	128	203	0	\spr\Ui\skill\Èý¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	360	15	0	2	2	1	63	-1	3	1	10	1	1	5	0	0	0	0	0	0	1	0	0	0	1	0	1	129	0	0	0	0	0	0	0	80	0	-2	1	15	0	20		1					0	0	\script\skill\emei.lua	physicsenhance_p	sane_jixue	colddamage_v	sane_jixue	seriesdamage_p	sane_jixue	missle_speed_v	sane_jixue	deadlystrike_p	sane_jixue	skill_cost_v	sane_jixue	skill_eventskilllevel	sane_jixue	skill_skillexp_v	sane_jixue		sane_jixue		sane_jixue			1	0	1
Ngäc TuyÕn TÈy TrÇn	lzlsky301	129		0	\spr\Ui\skill\Èý¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	2	7	64	1	1	1	11	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	0	0	0	0				0	0	\script\skill\emei.lua	physicsenhance_p	yuquan_xichen	deadlystrike_p	yuquan_xichen	seriesdamage_p	yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		Nga mi tuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng 	1	0	0
Phong S­¬ng To¸i ¶nh	lzlsky301	130	502	0	\spr\Ui\skill\Ç§·ðÇ§Ò¶.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	2	6	65	1	1	1	11	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	131	0	0	0	0	0	0	0	80	0	-2	1	75	0	0	0	0	0				0	0	\script\skill\emei.lua	colddamage_v	fengshuang_suiying	seriesdamage_p	fengshuang_suiying	skill_skillexp_v	fengshuang_suiying	skill_eventskilllevel	fengshuang_suiying	skill_cost_v	fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		fengshuang_suiying		Ch­ëng ph¸p cao cÊp  nga mi, dïng ch­ëng cÇm ch©n ®èi thñ trªn diÖn réng dien rong	0	1	1
Kim §Ønh PhËt Quang 	lzlsky301	131		0	\spr\Ui\skill\Ç§·ðÇ§Ò¶.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k007.wav	0	0	2	0	400	0	1	9	2	3	66	1	4	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	0	0	64	0				1	0	\script\skill\emei.lua	colddamage_v	jinding_foguang	missle_speed_v	jinding_foguang	skill_misslenum_v	jinding_foguang		jinding_foguang		jinding_foguang		jinding_foguang		jinding_foguang		jinding_foguang		jinding_foguang		jinding_foguang		??¡§??????????????????¡§????¡è???¨¬?????????¡§?????¡§?????????	0	1	0
Phæ §é Chóng Sinh	lzlsky301	132	53	2	\spr\Ui\skill\½ð¶¥·ð¹â.spr				56	1	2	0	600	0	0	0	2	7	133	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	lifereplenish_v	pudu_zhongsheng	manareplenish_v	pudu_zhongsheng	allres_p	pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng	\script\skill\upnm.lua	Tam phap cao cap, tang cuong nang luc chien dau	0	0	0
Vßng Phæ §é Chóng Sinh	lzlsky301	133		0	\spr\Ui\skill\½ð¶¥·ð¹â.spr		0	0	56	0	2	0	600	0	0	0	2	3	67	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	lifereplenish_v	pudu_zhongsheng	manareplenish_v	pudu_zhongsheng	allres_p	pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng		pudu_zhongsheng			0	0	0
Phong Hoa TuyÕt NguyÖt	lzlsky301	134	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	360	15	0	0	2	1	68	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0	0	0	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	fenghua_xueyue	seriesdamage_p	fenghua_xueyue	missle_speed_v	fenghua_xueyue	skill_attackradius	fenghua_xueyue	skill_cost_v	fenghua_xueyue	skill_eventskilllevel	fenghua_xueyue	colddamage_v	fenghua_xueyue	addskilldamage1	fenghua_xueyue	addskilldamage2	fenghua_xueyue		fenghua_xueyue		Thuý yªn nhËp m«n, Dïng b¨ng s¸t th­¬ng ®èi ph­¬ng	1	0	0
Phong QuyÒn Tan TuyÕt	lzlsky301	135	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_11.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k007.wav	0	0	0	0	360	15	2	1	2	1	69	1	8	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0	0	-25	0				0	0	\script\skill\cuiyan.lua	physicsdamage_v	fengjuan_canxue	seriesdamage_p	fengjuan_canxue	missle_speed_v	fengjuan_canxue	skill_attackradius	fengjuan_canxue	skill_cost_v	fengjuan_canxue	skill_eventskilllevel	fengjuan_canxue	addskilldamage1	fengjuan_canxue	addskilldamage2	fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		Thuý yªn trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng	0	1	0
Thuý Yªn §ao Ph¸p	lzlsky301	136	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_df.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					1	0	\script\skill\cuiyan.lua	addphysicsdamage_p	cuiyan_daofa	deadlystrikeenhance_p	cuiyan_daofa		cuiyan_daofa		cuiyan_daofa		cuiyan_daofa		cuiyan_daofa		cuiyan_daofa		cuiyan_daofa		cuiyan_daofa		cuiyan_daofa		T¨ng hiÖu qu¶ sö dông ®ao	0	0	0
Thuy Yªn Song §ao	lzlsky301	137	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_sd.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\cuiyan.lua	addcoldmagic_v	cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		cuiyan_shuangdao		T¨ng hiÖu qu¶ b¨ng s¸t cña ch­ëng ph¸p	0	0	0
B¨ng T©m Tr¸I ¶nh	lzlsky301	138	52	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_23.spr	\spr\skill\´äÑÌ\mag_cy_11_²¹ÑªÊõ.spr		\sound\skill\sound_k006.wav	0	0	2	0	400	0	0	0	2	6	70	0	1	1	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\cuiyan.lua	lifereplenish_v	bingxin_qianying	skill_cost_v	bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		So cap tri  lieu, tu minh hoi phuc Sinh luc.	0	0	0
