szName	nItemGenre	nDetailType	szImageName	nObjIdx	nWidth	nHeight	szIntro	Coin	IsUse	IsTrade	IsThrow	nMaxStack
Manh tranh V©n Du 5	4	371	\spr\item\vietnam\midautumn06\yunyou_5.spr	351	1	2	Mét m¶nh tranh V©n Du mµ Hoa viªn ngo¹i t¹i L©m An ®ang t×m.	0	0	1	0	0
Manh tranh V©n Du 6	4	372	\spr\item\vietnam\midautumn06\yunyou_6.spr	351	2	1	Mét m¶nh tranh V©n Du mµ Hoa viªn ngo¹i t¹i L©m An ®ang t×m.	0	0	1	0	0
Manh tranh Tiªn Vò 1	4	373	\spr\item\vietnam\midautumn06\xianwu_1.spr	351	1	2	Mét m¶nh tranh Tiªn Vò mµ Qu¸ch viªn ngo¹i t¹i T­¬ng D­¬ng ®ang t×m.	0	0	1	0	0
Manh tranh Tiªn Vò 2	4	374	\spr\item\vietnam\midautumn06\xianwu_2.spr	351	2	1	Mét m¶nh tranh Tiªn Vò mµ Qu¸ch viªn ngo¹i t¹i T­¬ng D­¬ng ®ang t×m.	0	0	1	0	0
Manh tranh Tiªn Vò 3	4	375	\spr\item\vietnam\midautumn06\xianwu_3.spr	351	2	1	Mét m¶nh tranh Tiªn Vò mµ Qu¸ch viªn ngo¹i t¹i T­¬ng D­¬ng ®ang t×m.	0	0	1	0	0
Manh tranh Tiªn Vò 4	4	376	\spr\item\vietnam\midautumn06\xianwu_4.spr	351	2	1	Mét m¶nh tranh Tiªn Vò mµ Qu¸ch viªn ngo¹i t¹i T­¬ng D­¬ng ®ang t×m.	0	0	1	0	0
Manh tranh Tiªn Vò 5	4	377	\spr\item\vietnam\midautumn06\xianwu_5.spr	351	2	1	Mét m¶nh tranh Tiªn Vò mµ Qu¸ch viªn ngo¹i t¹i T­¬ng D­¬ng ®ang t×m.	0	0	1	0	0
Manh tranh Tiªn Vò 6	4	378	\spr\item\vietnam\midautumn06\xianwu_6.spr	351	1	2	Mét m¶nh tranh Tiªn Vò mµ Qu¸ch viªn ngo¹i t¹i T­¬ng D­¬ng ®ang t×m.	0	0	1	0	0
GiÊy KiÕng Ngò S¾c	4	379	\spr\event\trungthu\gkngusac.spr	41	1	1	"N¨m mµu sÆc sì, dïng ®Ó chÕ t¹o lång ®Ìn. Lång ®Ìn sÏ s¸ng rùc rì trong ®ªm"	5	0	1	0	50
R­¬ng Nguyªn LiÖu Hçn Hîp	4	380	\spr\event\trungthu\rnlhonhop.spr	41	1	1	"Bªn trong cã chøa thanh tre, d©y cãi, nÕn, giÊy kiÕng th«ng th­êng"	0	0	1	0	50
 Th«ng Thñy TiÓu Ng­ 	4	381	\spr\event\trungthu\tttieungu.spr	41	1	1	"Lång ®Ìn h×nh c¸ chĞp mµu ®á, lung linh trong ®ªm"	0	1	1	0	50
Ngò S¾c Du Long	4	382	\spr\event\trungthu\nsdulong.spr	41	1	1	"Lång ®Ìn h×nh rång cã n¨m mµu, rùc rì trong ®ªm"	0	1	1	0	50
Cèng NguyÖt Phï Dung	4	383	\spr\event\trungthu\cnphudung.spr	41	1	1	"T¨ng 5 ®iÓm tiÒm n¨ng, ®¼ng cÊp yªu cÇu 130. Mçi ng­êi chØ ®­îc sö dông 3 c¸i"	40	1	1	0	0
Phông NguyÖt Qu¶ Dung	4	384	\spr\event\trungthu\pnquadung.spr	41	1	1	"T¨ng 1 ®iÓm kü n¨ng, ®¼ng cÊp yªu cÇu 130. Mçi ng­êi chØ ®­îc sö dông 2 c¸i"	60	1	1	0	0
Ngò Hµnh Kú Th¹ch	4	385	\spr\event\nguoituyet\wuse_bingjin.spr	333	1	1	"Mét lo¹i kú th¹ch quı, cã thÓ ®æi c¸c vËt phÈm hiÕm t¹i NPC Hµng Rong<enter>Sö dông nhËn ®­îc 10 ®iÓm Ngò Hµnh Kú Th¹ch"	12	1	1	0	50
Tiªn Linh Töu	4	386	\spr\item\questkey\taskobj070.spr	376	1	1	Lo¹i r­îu sau khi sö dông kinh nghiÖm kü n¨ng sÏ t¨ng gÊp ®«i trong vßng 1 giê.	20	1	0	1	0
Hæ Cèt Töu	4	387	\spr\item\questkey\taskobj071.spr	376	1	1	Lo¹i r­îu sau khi sö dông kinh nghiÖm kü n¨ng sÏ t¨ng gÊp ®«i trong vßng 2 giê.	40	1	0	1	0
Léc Nhung Töu	4	388	\spr\item\questkey\taskobj072.spr	376	1	1	Lo¹i r­îu sau khi sö dông kinh nghiÖm kü n¨ng sÏ t¨ng gÊp ®«i trong vßng 4 giê.	80	1	0	1	0
Hoa Hång	4	389	\spr\event\vulan\hhvulan.spr	330	1	1	Nguyªn liÖu ®Ó lµm vßng hoa trong ngµy lÔ Vu Lan B¸o HiÕu.	5	0	1	1	50
Hoa Cóc Tr¾ng	4	390	\spr\event\vulan\hctrang.spr	41	1	1	Nguyªn liÖu ®Ó lµm vßng hoa trong ngµy lÔ Vu Lan B¸o HiÕu.	0	0	1	0	50
Hoa Cóc Vµng	4	391	\spr\event\vulan\hcvang.spr	41	1	1	Nguyªn liÖu ®Ó lµm vßng hoa trong ngµy lÔ Vu Lan B¸o HiÕu.	0	0	1	0	50
Hoa Cóc Tİm	4	392	\spr\event\vulan\hctim.spr	41	1	1	Nguyªn liÖu ®Ó lµm vßng hoa trong ngµy lÔ Vu Lan B¸o HiÕu.	0	0	1	0	50
Vßng Hoa Mµu Vµng	4	393	\spr\item\yulanpenjie\jinlianhuahuan.spr	41	2	1	Vßng hoa ®­îc sö dông trong ngµy ®¹i lÔ Vu Lan B¸o HiÕu.	0	1	1	0	50
Vßng Hoa Mµu Xanh	4	394	\spr\item\yulanpenjie\shuilianhuahuan.spr	41	2	1	Vßng hoa ®­îc sö dông trong ngµy ®¹i lÔ Vu Lan B¸o HiÕu.	0	1	1	0	50
Thiªn nh·n phï 	4	395	\spr\event\vulan\tlnhan.spr	41	1	1	Sö dông cã thÓ t×m vŞ trİ cña ng­êi ch¬i chØ ®Şnh.	15	1	1	0	0
Thiªn lı truyÒn ©m	4	396	\spr\item\thienly1.spr	41	1	1	"Dông cô ph¸t th«ng b¸o trªn tÇn sè toµn server, tÊt c¶ ng­êi ch¬i sÏ nh×n thÊy<enter>Tèi ®a 70 kı tù."	5	1	1	0	0
Thiªn lı truyÒn ©m cao cÊp	4	397	\spr\item\thienly2.spr	41	1	1	"Dông cô ph¸t th«ng b¸o trªn tÇn sè ®Æc biÖt, tÊt c¶ ng­êi ch¬i sÏ dÔ nh×n thÊy<enter>Tèi ®a 70 kı tù."	10	1	1	0	0
An Bang Tinh Th¹ch H¹ng Liªn	4	398	\spr\item\questkey\obj_item_herokey2.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ An Bang Tinh Th¹ch H¹ng Liªn.	500	1	1	0	0
An Bang Cóc Th¹ch ChØ Hoµn	4	399	\spr\item\questkey\obj_item_herokey2.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ An Bang Cóc Th¹ch ChØ Hoµn.	400	1	1	0	0
An Bang §iÒm Hoµng Ngäc Béi	4	400	\spr\item\questkey\obj_item_herokey2.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ An Bang §iÒm Hoµng Ngäc Béi.	300	1	1	0	0
An Bang Kª HuyÕt Th¹ch Giíi ChØ 	4	401	\spr\item\questkey\obj_item_herokey2.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ An Bang Kª HuyÕt Th¹ch Giíi ChØ.	400	1	1	0	0
§Şnh Quèc Thanh Sa Tr­êng Sam	4	402	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ §Şnh Quèc Thanh Sa Tr­êng Sam.	400	1	1	0	0
§Şnh Quèc ¤ Sa Ph¸t Qu¸n	4	403	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ §Şnh Quèc ¤ Sa Ph¸t Qu¸n.	400	1	1	0	0
§Şnh Quèc Xİch Quyªn NhuyÔn Ngoa	4	404	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ §Şnh Quèc Xİch Quyªn NhuyÔn Ngoa.	350	1	1	0	0
§Şnh Quèc Tö §»ng Hé uyÓn	4	405	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ §Şnh Quèc Tö §»ng Hé uyÓn.	350	1	1	0	0
§Şnh Quèc Ng©n Tµm Yªu §¸i	4	406	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	Sö dông sÏ nhËn ®­îc trang bŞ §Şnh Quèc Ng©n Tµm Yªu §¸i.	350	1	1	0	0
§ãa hoa hång	4	407	\spr\event\vulan\hhvulan.spr	330	1	1	Nguyªn liÖu lµm bã hoa hång sù kiÖn Hoa Hång Ngäc N÷	1	0	1	0	50
Nguyªn liÖu gãi hoa	4	408	\spr\item\vietnam\midautumn06\paper_red.spr	38	1	1	Nguyªn liÖu lµm bã hoa hång sù kiÖn Hoa Hång Ngäc N÷	1	0	1	0	50
Bã hoa hång	4	409	\spr\event\hoahongngocnu\bohoanho.spr	41	1	1	Bã hoa hång nhá cã 99 c©y hoa hång	1	1	1	1	50
Bã hoa hång ®Æc biÖt	4	410	\spr\event\hoahongngocnu\bohoalon.spr	41	1	1	Bã hoa hång ®Æc biÖt cã 999 c©y hoa hång	1	1	1	1	50
Tói nguyªn liÖu sù kiÖn	4	411	\spr\item\luongthaocc.spr	41	1	1	Bªn trong ch­a nguyªn liÖu lµm tham gia sù kiÖn	1	0	0	0	50
Tói hoa hång	4	412	\spr\item\questkey\obj_item_hehuan.spr	41	1	1	Bªn trong chøa rÊt nhiÒu <color=blue>§ãa hoa hång<color> ®Ó tham gia sù kiÖn<enter>Bªn trong cßn: <color=yellow>50 b«ng	1	0	1	1	0
Tói nguyªn liÖu gãi hoa	4	413	\spr\item\questkey\obj_item_hehuan.spr	41	1	1	Bªn trong chøa rÊt nhiÒu <color=blue>Nguyªn liÖu gãi hoa<color> ®Ó tham gia sù kiÖn<enter>Bªn trong cßn: <color=yellow>50 c¸i	1	0	1	1	0
 V©n kú binh phï 	4	414	\spr\item\script\gc_npc_03.spr	336	2	2	Sö dông sÏ biÕn thµnh mét sÜ binh vÉy cê cã thÓ gi¶m<enter>tr¹ng th¸i miÔn dŞch cho ®ång ®éi trong ph¹m vi nhÊt ®Şnh	1500000	1	1	1	0
 Ngoan Cæ Binh Phï 	4	415	\spr\item\script\gc_npc_04.spr	336	2	2	Sö dông sÏ biÕn thµnh mét sÜ binh ®¸nh trèng cã thÓ håi phôc<enter>toµn bé kh¸ng tİnh cho ®ång ®éi trong ph¹m vi nhÊt ®Şnh.	1500000	1	1	1	0
NghiÖt Long Xung Xa	4	416	\spr\item\script\gc_npc_02.spr	336	2	2	Khi sö dông sÏ tù ®éng c«ng ph¸ thµnh m«n ®èi ph­¬ng	1500000	1	1	1	0
Hçn Th¹ch LiÖt	4	417	\spr\item\script\gc_npc_01.spr	336	2	2	Khi sö dông sÏ tù ®éng c«ng ph¸ thµnh m«n vµ c¸c ®èi thñ tr­íc mÆt	1500000	1	1	1	0
Hç Trî Ng­êi Ch¬i	4	418	\spr\item\hotro.spr	341	1	1	VËt phÈm trî gióp ng­êi ch¬i game	100	1	0	0	0
QuyÓn tËp	4	419	\spr\event\20thang11\keben.spr	41	1	1	C«ng cô ghi chĞp l¹i kinh nghiÖm sèng	0	0	1	0	50
C©y bót	4	420	\spr\event\20thang11\maobi.spr	41	1	1	C«ng cô ghi chĞp l¹i kinh nghiÖm sèng	0	0	1	0	50
Lä mùc	4	421	\spr\event\20thang11\moshui.spr	41	1	1	C«ng cô ghi chĞp l¹i kinh nghiÖm sèng	0	0	1	0	50
S¸ch §¹o §øc	4	422	\spr\event\20thang11\daodeshu.spr	41	1	1	Chøa nh÷ng kiÕn thøc quı b¸u vµ cÇn thiÕt trong cuéc sèng	0	0	1	1	50
S¸ch V¨n Häc	4	423	\spr\event\20thang11\wenxueshu.spr	41	1	1	Chøa nh÷ng kiÕn thøc quı b¸u vµ cÇn thiÕt trong cuéc sèng	0	0	1	1	50
S¸ch To¸n Häc	4	424	\spr\event\20thang11\shuxueshu.spr	41	1	1	Chøa nh÷ng kiÕn thøc quı b¸u vµ cÇn thiÕt trong cuéc sèng	0	0	1	1	50
Thiªn nh·n phï (kho¸)	4	425	\spr\event\vulan\tlnhan.spr	41	1	1	Sö dông cã thÓ t×m vŞ trİ cña ng­êi ch¬i chØ ®Şnh.	15	1	0	0	0
Thiªn lı truyÒn ©m (kho¸)	4	426	\spr\item\whelk.spr	41	1	1	"Dông cô ph¸t th«ng b¸o trªn tÇn sè toµn server, tÊt c¶ ng­êi ch¬i sÏ nh×n thÊy<enter>Tèi ®a 70 kı tù."	5	1	0	0	0
Thiªn lı truyÒn ©m cao cÊp (kho¸)	4	427	\spr\item\whelk_h.spr	41	1	1	"Dông cô ph¸t th«ng b¸o trªn tÇn sè ®Æc biÖt, tÊt c¶ ng­êi ch¬i sÏ dÔ nh×n thÊy<enter>Tèi ®a 70 kı tù."	10	1	0	0	0
Cóc Hoa Th¹ch	4	428	\spr\event\abhoanmy\cuchoa.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	100	0	1	1	0
B¨ng Th¹ch KÕt Tinh	4	429	\spr\event\abhoanmy\btkettinh.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	300	0	1	1	0
 B¨ng Tµm T¬ 	4	430	\spr\event\abhoanmy\bangtam.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	300	0	1	1	0
Kª HuyÕt Th¹ch	4	431	\spr\event\abhoanmy\keht.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	100	0	1	1	0
M· N·o	4	432	\spr\event\abhoanmy\manao.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	600	0	1	1	0
M¶nh Thiªn Th¹ch	4	433	\spr\event\abhoanmy\mtt.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	100	0	1	1	0
§iÒn Hoµng Th¹ch	4	434	\spr\event\abhoanmy\dhthach.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	100	0	1	1	0
ThÇn Bİ Kho¸ng Th¹ch	4	435	\spr\item\script\item_kongqueshi.spr	41	1	1	Nguyªn liÖu n©ng cÊp trang bŞ An Bang Hoµn Mü	80000	0	1	1	0
Cµnh Mai	4	436	\spr\event\tetamlich\canhmai.spr	41	1	1	Mang ®Õn C©y Mai gi÷a thµnh T­¬ng D­¬ng ®Ó tham gia ho¹t ®éng	0	0	1	1	0
Hoµn Mü B¶o R­¬ng	4	437	\spr\event\khantay\ruongthanbi.spr	41	1	1	Bªn trong chøa nguyªn liÖu quı hiÕm chÕ t¹o An Bang Hoµn Mü	0	1	1	1	0
Tói §­êng	4	438	\spr\event\tetamlich\tuiduong.spr	41	1	1	Nguyªn liÖu kh«ng thÓ thiÕu ®Ó lµm møt tÕt	0	0	1	0	50
Gõng	4	439	\spr\event\tetamlich\gung.spr	41	1	1	Nguyªn liÖu kh«ng thÓ thiÕu ®Ó lµm møt tÕt	0	0	1	0	50
Dõa	4	440	\spr\event\tetamlich\dua.spr	41	1	1	Nguyªn liÖu kh«ng thÓ thiÕu ®Ó lµm møt tÕt	0	0	1	0	50
 Bİ 	4	441	\spr\event\tetamlich\bi.spr	41	1	1	Nguyªn liÖu kh«ng thÓ thiÕu ®Ó lµm møt tÕt	0	0	1	0	50
Møt Gõng	4	442	\spr\event\tetamlich\mutgung.spr	41	1	1	Lo¹i møt tÕt ®­îc nhµ nhµ sö dông khi ®Õn dŞp tÕt ®Õn	0	1	1	1	50
 Møt Bİ 	4	443	\spr\event\tetamlich\mutbi.spr	41	1	1	Lo¹i møt tÕt ®­îc nhµ nhµ sö dông khi ®Õn dŞp tÕt ®Õn	0	1	1	1	50
Møt Dõa	4	444	\spr\event\tetamlich\mutdua.spr	41	1	1	Lo¹i møt tÕt h¶o h¹ng ®­îc nhµ nhµ sö dông khi ®Õn dŞp tÕt ®Õn	0	1	1	1	50
Tói C¸t T­êng	4	445	\spr\item\luongthaocc.spr	41	1	1	Bªn trong cã chøa nguyªn liÖu lµm møt tÕt	0	0	0	0	50
Tói Tµi Léc	4	446	\spr\event\tetamlich\tuitailoc.spr	41	1	1	Bªn trong cã chøa nguyªn liÖu lµm møt tÕt h¶o h¹ng	0	0	1	0	50
Tói Quµ Tri ¢n 1	4	447	\spr\item\luongthaocc.spr	41	1	1	Bªn trong lµ phÇn th­ëng tri ©n ng­êi ch¬i HUYENTHOAITRUNGNGUYEN	0	1	0	0	0
Tói Quµ Tri ¢n 2	4	448	\spr\item\luongthaocc.spr	41	1	1	Bªn trong lµ phÇn th­ëng tri ©n ng­êi ch¬i HUYENTHOAITRUNGNGUYEN	0	1	0	0	0
Tói Quµ Tri ¢n 3	4	449	\spr\item\luongthaocc.spr	41	1	1	Bªn trong lµ phÇn th­ëng tri ©n ng­êi ch¬i HUYENTHOAITRUNGNGUYEN	0	1	0	0	0
Tói Quµ Tri ¢n 4	4	450	\spr\item\luongthaocc.spr	41	1	1	Bªn trong lµ phÇn th­ëng tri ©n ng­êi ch¬i HUYENTHOAITRUNGNGUYEN	0	1	0	0	0
Hoa Hång	4	451	\spr\item\questkey\hoahong.spr	41	1	1	Dïng ®Ó trang trİ rÊt ®Ñp vµ l·ng m¹ng	50000	1	1	0	50
Qu¶ Ph¸o	4	452	\spr\item\questkey\quaphao.spr	41	1	1	Dïng ®Ó ¨n mõng c¸c yÕn tiÖc trong giang hå	50000	1	1	0	50
Huy HiÖu 1 Sao	4	453	\spr\event\304\huyhieu1sao.spr	41	1	1	Ho¹t ®éng 30.4 HUYENTHOAITRUNGNGUYEN (HÕt H¹n 10/5/2014)	0	0	1	1	50
Huy HiÖu 2 Sao	4	454	\spr\event\304\huyhieu2sao.spr	41	1	1	Ho¹t ®éng 30.4 HUYENTHOAITRUNGNGUYEN (HÕt H¹n 10/5/2014)	2000	0	1	1	50
Huy HiÖu 3 Sao	4	455	\spr\event\304\huyhieu3sao.spr	41	1	1	Ho¹t ®éng 30.4 HUYENTHOAITRUNGNGUYEN (HÕt H¹n 10/5/2014)	2000	0	1	1	50
Huy HiÖu 4 Sao	4	456	\spr\event\304\huyhieu4sao.spr	41	1	1	Sö dông sÏ nhËn ®­îc 1.000.000 ®iÓm kinh nghiÖm vµ may m¾n sÏ ®­îc 1 phÇn th­ëng ngÉu nhiªn!	0	1	1	1	50
Hép Huy HiÖu	4	457	\spr\event\304\hophuyhieu.spr	41	1	1	Sö dông sÏ nhËn ®­îc 30 Huy HiÖu 3 Sao	20	1	1	1	0
Huy Hiªu Sao §á	4	458	\spr\event\304\saodo.spr	41	1	1	Sö dông sÏ nhËn ®­îc 3.000.000 ®iÓm kinh nghiÖm vµ may m¾n sÏ ®­îc 1 phÇn th­ëng ngÉu nhiªn!	0	1	1	1	50
Huy Hiªu Sao Vµng	4	459	\spr\event\304\saovang.spr	41	1	1	Sö dông sÏ nhËn ®­îc 2.000.000 ®iÓm kinh nghiÖm vµ may m¾n sÏ ®­îc 1 phÇn th­ëng ngÉu nhiªn!	0	1	1	1	50
Huy Hiªu §¹i So¸i	4	460	\spr\event\304\huyhieudaisoai.spr	41	1	1	Sö dông sÏ nhËn ®­îc Random 4 => 6 triÖu ®iÓm kinh nghiÖm vµ may m¾n sÏ ®­îc 1 phÇn th­ëng ngÉu nhiªn hoÆc tói chiÕn th¾ng!	0	1	1	1	50
Huy Hiªu ChiÕn C«ng	4	461	\spr\event\304\huyhieuchiencong.spr	41	1	1	Ho¹t ®éng 30.4 HUYENTHOAITRUNGNGUYEN (HÕt H¹n 10/5/2014)	5	0	1	1	50
Tói ChiÕn Th¾ng	4	462	\spr\event\304\tuichienthang.spr	41	1	1	Ho¹t ®éng 30.4 HUYENTHOAITRUNGNGUYEN (HÕt H¹n 10/5/2014)	0	1	1	1	50
Chïm Bãng(Tİm)	4	463	\spr\event\106\bongtim.spr	41	1	1	Sñ dông ®Ó cã thÓ nhËn ®­îc 3.000.000 ®iÓm kinh nghiÖm<enter><color=yellow>Sö dông tèi ®a :400(NgÉu nhiªn nhËn ®­îc phÇn th­ëng)	0	1	1	1	50
Qu¶ Bãng Xanh	4	464	\spr\event\106\bongxanh.spr	41	1	1	Ho¹t ®éng 1.6 HUYENTHOAITRUNGNGUYEN.COM (HÕt H¹n 15/6/2014)	0	0	1	1	50
Tói Sù KiÖn QTTN	4	465	\spr\event\106\300BHTN.spr	41	1	1	"Më ra ngÉu nhiªn nhËn ®­îc (Qu¶ Bãng Xanh,§¸ Bµo,Siro Nguyªn ChÊt)(HÕt H¹n 15/6/2014)"	0	1	1	1	50
GËy Chäc Bãng	4	466	\spr\event\106\GayDacBiet.spr	41	1	1	§Ó chäc Chïm Bãng(Tİm)(HÕt H¹n 15/6/2014)	1	0	1	1	50
TiÒn Xu	4	467	\spr\event\106\TienXu.spr	41	1	1	Ho¹t ®éng 1.6 HUYENTHOAITRUNGNGUYEN.COM (HÕt H¹n 15/6/2014)	5	0	1	1	0
§¸ Bµo	4	468	\spr\event\106\DaBao.spr	41	1	1	Ho¹t ®éng 1.6 HUYENTHOAITRUNGNGUYEN.COM (HÕt H¹n 15/6/2014)	0	0	1	1	50
SiR« Ngò S¾c	4	469	\spr\event\106\SiroNguSac.spr	41	1	1	Sñ dông ®Ó cã thÓ nhËn ®­îc 2.500.000 ®iÓm kinh nghiÖm<enter><color=yellow>Sö dông tèi ®a :500	0	1	1	1	50
SiR« Nguyªn ChÊt	4	470	\spr\event\106\SiroNguyenChat.spr	41	1	1	Ho¹t ®éng 1.6 HUYENTHOAITRUNGNGUYEN.COM (HÕt H¹n 15/6/2014)	0	0	1	1	50
Kem CÇu Vßng	4	471	\spr\event\106\KemCauVong.spr	41	1	1	Sö dông cã thÓ nhËn ®­îc 5.000.000 ®iÓm kinh nghiÖm<enter><color=yellow>Sö dông tèi ®a :400(NgÉu nhiªn nhËn ®­îc phÇn th­ëng)	0	1	1	1	50
Danh HiÖu Tèng Kim cÊp 1	4	472	\spr\ff\ff1.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>TuyÖt ThÕ <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>5.000	500000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 2	4	473	\spr\ff\ff2.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>L¨ng V©n <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>10.000	1000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 3	4	474	\spr\ff\ff3.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>Ng¹o TuyÕt <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>20.000	2000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 4	4	475	\spr\ff\ff4.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>Ph¸ Qu©n <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>40.000	4000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 5	4	476	\spr\ff\ff5.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>K×nh L«i <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>80.000	8000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 6	4	477	\spr\ff\ff6.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>Ngù Phong <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>160.000	12000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 7	4	478	\spr\ff\ff7.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>PhÖ Quang <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>320.000	16000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 8	4	479	\spr\ff\ff8.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>KhÊp ThÇn <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>640.000	20000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 9	4	480	\spr\ff\ff9.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>Kİnh Thiªn <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>1.280.000	25000000	1	1	1	0
Danh HiÖu Tèng Kim cÊp 10	4	481	\spr\ff\ff10.spr	41	1	1	BÊm chuét ph¶i ®Ó nhËn danh hiÖu <color=blue>V« Cùc <color><enter><enter>§iÓm c«ng tr¹ng yªu cÇu: <color=fire>2.560.000	30000000	1	1	1	0
Ruét Cao Su	4	482	\spr\item\ruotcaosu.spr	41	1	1	Nguyªn liÖu ®Ó lµm bãng sù kiÖn Khai M«n §¹i ChiÕn chµo mõng WC 2014	0	0	1	0	50
ChÊt DÎo	4	483	\spr\item\chatdeo.spr	41	1	1	Nguyªn liÖu ®Ó lµm bãng sù kiÖn Khai M«n §¹i ChiÕn chµo mõng WC 2014	0	0	1	0	50
Bãng Da	4	484	\spr\item\bongda.spr	41	1	1	VËt phÈm sù kiÖn Khai M«n §¹i ChiÕn chµo mõng WC 2014<enter>Sö dông nhËn ®­îc mét İt kinh nghiÖm	0	1	1	1	50
Bãng Hoµng Kim	4	485	\spr\item\bonghoangkim.spr	41	1	1	VËt phÈm sù kiÖn Khai M«n §¹i ChiÕn chµo mõng WC 2014<enter>Sö dông nhËn ®­îc mét İt kinh nghiÖm vµ vËt phÈm ngÉu nhiªn	0	1	1	1	50
TiÓu CÇu Chi Y	4	486	\spr\item\tieucauchiy.spr	41	1	1	Nguyªn liÖu ®æi trang bŞ <color=yellow>Vinh DiÖu Chi Y	0	0	1	1	50
TiÓu Tóc Chi Ngoa	4	487	\spr\item\tieutucchingoa.spr	41	1	1	Nguyªn liÖu ®æi trang bŞ <color=yellow>Tinh ChuÈn Chi Ngoa	0	0	1	1	50
